,age,marital
4551,36,married
4552,39,divorced
4553,60,married
4554,34,single
4555,32,married
4556,33,single
4557,59,married
4558,35,single
4559,34,single
4560,42,married
4561,38,married
4562,33,married
4563,32,single
4564,30,married
4565,34,single
4566,59,married
4567,32,married
4568,54,married
4569,48,divorced
4570,36,married
4571,29,single
4572,39,single
4573,54,divorced
4574,36,single
4575,33,married
4576,32,single
4577,41,divorced
4578,34,single
4579,34,married
4580,53,married
4581,38,married
4582,33,married
4583,32,married
4584,33,married
4585,35,married
4586,34,married
4587,37,married
4588,38,married
4589,39,married
4590,43,married
4591,39,married
4592,38,married
4593,40,married
4594,38,married
4595,32,divorced
4596,31,single
4597,32,married
4598,37,single
4599,30,single
4600,46,married
4601,36,single
4602,34,married
4603,32,married
4604,34,divorced
4605,33,married
4606,37,married
4607,34,single
4608,37,married
4609,31,married
4610,47,married
4611,36,single
4612,31,married
4613,33,married
4614,33,married
4615,39,married
4616,37,divorced
4617,34,single
4618,33,married
4619,31,single
4620,33,married
4621,30,married
4622,34,married
4623,31,single
4624,36,married
4625,37,single
4626,31,single
4627,39,married
4628,34,married
4629,43,married
4630,43,married
4631,34,married
4632,36,married
4633,55,married
4634,31,single
4635,32,married
4636,31,married
4637,31,married
4638,33,single
4639,32,married
4640,44,divorced
4641,33,married
4642,39,married
4643,39,married
4644,33,single
4645,40,married
4646,34,single
4647,39,married
4648,32,married
4649,34,married
4650,59,married
4651,39,married
4652,34,married
4653,36,single
4654,35,married
4655,39,married
4656,57,divorced
4657,46,married
4658,58,married
4659,32,married
4660,34,single
4661,35,single
4662,36,single
4663,40,married
4664,44,married
4665,31,married
4666,55,married
4667,35,married
4668,31,married
4669,35,single
4670,36,married
4671,36,single
4672,30,single
4673,31,married
4674,41,married
4675,36,married
4676,59,married
4677,36,single
4678,32,married
4679,39,married
4680,38,divorced
4681,40,married
4682,39,single
4683,30,single
4684,38,married
4685,32,married
4686,37,married
4687,31,married
4688,44,married
4689,45,married
4690,36,single
4691,27,single
4692,27,single
4693,48,married
4694,41,married
4695,36,single
4696,32,single
4697,31,divorced
4698,43,married
4699,33,married
4700,31,married
4701,35,single
4702,27,single
4703,32,divorced
4704,58,married
4705,40,married
4706,36,married
4707,39,married
4708,37,married
4709,30,married
4710,32,married
4711,52,married
4712,32,married
4713,33,divorced
4714,39,divorced
4715,39,single
4716,34,single
4717,29,married
4718,36,married
4719,35,married
4720,49,single
4721,31,single
4722,39,married
4723,32,married
4724,35,single
4725,38,married
4726,34,married
4727,35,married
4728,34,married
4729,34,married
4730,27,single
4731,30,single
4732,32,married
4733,30,single
4734,38,married
4735,31,married
4736,23,single
4737,30,married
4738,56,married
4739,32,married
4740,35,married
4741,40,married
4742,57,married
4743,58,married
4744,32,married
4745,38,married
4746,50,married
4747,30,single
4748,34,married
4749,30,divorced
4750,38,married
4751,55,married
4752,31,single
4753,41,married
4754,38,married
4755,49,married
4756,26,single
4757,60,married
4758,57,married
4759,37,single
4760,39,married
4761,39,married
4762,57,divorced
4763,35,married
4764,30,married
4765,31,married
4766,32,married
4767,30,single
4768,32,single
4769,36,married
4770,34,married
4771,39,married
4772,42,married
4773,33,single
4774,32,married
4775,35,married
4776,38,married
4777,39,married
4778,54,divorced
4779,38,married
4780,33,married
4781,34,single
4782,32,single
4783,32,married
4784,37,divorced
4785,36,married
4786,32,married
4787,34,divorced
4788,34,married
4789,39,single
4790,42,married
4791,33,married
4792,40,single
4793,35,married
4794,38,married
4795,39,married
4796,31,married
4797,38,married
4798,58,married
4799,33,married
4800,34,single
4801,34,single
4802,37,single
4803,38,married
4804,34,divorced
4805,34,married
4806,39,married
4807,35,single
4808,36,single
4809,31,married
4810,30,married
4811,35,married
4812,35,divorced
4813,31,single
4814,38,single
4815,36,single
4816,36,single
4817,33,single
4818,34,married
4819,32,married
4820,39,divorced
4821,33,married
4822,38,divorced
4823,41,married
4824,38,married
4825,35,single
4826,39,married
4827,40,married
4828,38,married
4829,33,single
4830,34,married
4831,28,single
4832,36,married
4833,34,single
4834,39,married
4835,32,married
4836,38,married
4837,39,married
4838,30,single
4839,31,single
4840,37,divorced
4841,36,married
4842,34,married
4843,37,married
4844,31,single
4845,48,married
4846,31,married
4847,34,married
4848,36,married
4849,36,single
4850,35,single
4851,35,married
4852,33,single
4853,26,married
4854,37,married
4855,32,married
4856,33,married
4857,34,married
4858,36,married
4859,36,single
4860,41,married
4861,33,single
4862,35,single
4863,30,married
4864,34,single
4865,34,single
4866,36,married
4867,30,married
4868,36,single
4869,31,married
4870,34,married
4871,30,married
4872,33,married
4873,31,married
4874,37,married
4875,38,single
4876,33,married
4877,32,married
4878,34,single
4879,31,married
4880,51,divorced
4881,30,married
4882,35,married
4883,32,married
4884,31,married
4885,34,married
4886,33,single
4887,31,married
4888,33,single
4889,36,divorced
4890,33,single
4891,59,married
4892,35,married
4893,33,married
4894,32,single
4895,23,single
4896,33,married
4897,30,single
4898,31,single
4899,25,single
4900,37,single
4901,34,married
4902,29,divorced
4903,35,single
4904,31,divorced
4905,33,married
4906,31,married
4907,28,single
4908,33,married
4909,35,married
4910,34,single
4911,30,single
4912,32,single
4913,37,married
4914,35,married
4915,57,married
4916,37,single
4917,27,married
4918,39,married
4919,33,married
4920,34,single
4921,40,single
4922,31,married
4923,32,single
4924,31,married
4925,35,single
4926,38,single
4927,48,divorced
4928,37,married
4929,45,married
4930,27,single
4931,33,married
4932,31,single
4933,33,married
4934,36,married
4935,37,married
4936,37,single
4937,32,single
4938,30,married
4939,37,married
4940,34,single
4941,54,divorced
4942,36,married
4943,39,married
4944,36,married
4945,37,married
4946,49,divorced
4947,31,married
4948,36,married
4949,31,married
4950,29,married
4951,34,single
4952,32,married
4953,31,single
4954,37,single
4955,34,married
4956,35,married
4957,32,single
4958,35,single
4959,31,married
4960,41,single
4961,31,married
4962,32,married
4963,33,married
4964,52,married
4965,32,single
4966,32,married
4967,32,married
4968,34,married
4969,35,single
4970,36,single
4971,37,married
4972,32,married
4973,34,married
4974,27,married
4975,33,married
4976,36,married
4977,37,married
4978,32,single
4979,32,single
4980,29,single
4981,34,married
4982,33,divorced
4983,31,married
4984,32,single
4985,31,single
4986,33,single
4987,38,married
4988,35,married
4989,37,married
4990,42,divorced
4991,34,married
4992,32,married
4993,28,married
4994,29,married
4995,21,single
4996,31,single
4997,34,married
4998,35,single
4999,32,single
5000,32,single
5001,38,married
5002,29,single
5003,31,single
5004,36,single
5005,30,divorced
5006,33,married
5007,32,married
5008,27,single
5009,38,married
5010,38,married
5011,28,married
5012,40,divorced
5013,34,single
5014,28,single
5015,35,married
5016,38,single
5017,34,single
5018,43,married
5019,30,married
5020,31,single
5021,29,single
5022,31,married
5023,25,single
5024,27,married
5025,34,single
5026,39,single
5027,38,married
5028,27,single
5029,28,married
5030,33,single
5031,48,divorced
5032,32,married
5033,32,married
5034,34,married
5035,34,married
5036,35,married
5037,32,married
5038,31,married
5039,32,married
5040,28,single
5041,33,single
5042,30,married
5043,39,married
5044,57,married
5045,39,married
5046,24,single
5047,34,single
5048,32,divorced
5049,32,married
5050,33,married
5051,58,married
5052,32,single
5053,28,married
5054,32,single
5055,30,single
5056,28,married
5057,32,single
5058,37,married
5059,29,single
5060,34,single
5061,28,single
5062,36,divorced
5063,37,single
5064,35,married
5065,33,single
5066,34,single
5067,35,married
5068,24,single
5069,35,married
5070,40,married
5071,32,single
5072,38,single
5073,35,married
5074,39,married
5075,34,married
5076,33,married
5077,36,single
5078,52,married
5079,58,married
5080,39,married
5081,26,single
5082,34,married
5083,38,married
5084,35,married
5085,30,single
5086,33,single
5087,38,married
5088,31,divorced
5089,34,married
5090,33,married
5091,46,single
5092,27,single
5093,35,married
5094,32,divorced
5095,33,single
5096,37,married
5097,37,married
5098,31,married
5099,40,single
5100,34,single
5101,32,married
5102,36,single
5103,33,married
5104,27,single
5105,31,married
5106,32,single
5107,53,married
5108,39,married
5109,33,married
5110,48,married
5111,38,married
5112,33,married
5113,38,single
5114,30,married
5115,39,married
5116,33,married
5117,46,single
5118,32,married
5119,33,married
5120,28,single
5121,38,married
5122,33,single
5123,37,single
5124,32,single
5125,31,married
5126,32,married
5127,34,married
5128,32,married
5129,34,divorced
5130,37,married
5131,31,married
5132,30,married
5133,31,single
5134,32,married
5135,33,single
5136,31,married
5137,31,married
5138,28,single
5139,36,married
5140,38,single
5141,31,single
5142,31,single
5143,36,married
5144,37,single
5145,36,divorced
5146,31,single
5147,34,married
5148,34,married
5149,32,married
5150,31,single
5151,33,married
5152,34,single
5153,35,single
5154,30,married
5155,36,married
5156,26,single
5157,44,married
5158,23,single
5159,36,divorced
5160,39,married
5161,49,married
5162,38,married
5163,51,married
5164,25,single
5165,39,married
5166,31,married
5167,37,married
5168,27,married
5169,32,married
5170,34,married
5171,46,married
5172,37,married
5173,36,married
5174,32,married
5175,31,single
5176,53,married
5177,33,divorced
5178,30,single
5179,31,single
5180,38,single
5181,30,single
5182,49,married
5183,44,married
5184,32,married
5185,56,married
5186,34,married
5187,27,single
5188,47,married
5189,35,married
5190,40,single
5191,30,married
5192,48,married
5193,39,single
5194,33,married
5195,38,married
5196,33,married
5197,37,married
5198,57,divorced
5199,36,married
5200,37,married
5201,32,single
5202,26,single
5203,33,married
5204,46,married
5205,27,single
5206,52,married
5207,36,married
5208,33,married
5209,35,single
5210,35,married
5211,28,single
5212,35,single
5213,30,single
5214,52,married
5215,36,single
5216,39,married
5217,39,married
5218,33,married
5219,32,single
5220,29,married
5221,37,single
5222,43,married
5223,33,single
5224,33,single
5225,32,married
5226,54,divorced
5227,33,single
5228,33,single
5229,38,single
5230,34,single
5231,33,married
5232,32,married
5233,31,single
5234,33,married
5235,34,married
5236,35,married
5237,31,single
5238,33,married
5239,31,married
5240,32,married
5241,36,married
5242,30,single
5243,43,single
5244,55,married
5245,31,single
5246,32,married
5247,33,married
5248,31,married
5249,35,single
5250,30,married
5251,35,divorced
5252,29,married
5253,36,married
5254,37,married
5255,32,married
5256,33,married
5257,34,single
5258,37,married
5259,33,married
5260,34,married
5261,37,single
5262,31,married
5263,34,married
5264,35,single
5265,31,married
5266,33,married
5267,40,married
5268,31,single
5269,30,married
5270,30,single
5271,37,married
5272,38,married
5273,33,married
5274,34,married
5275,35,divorced
5276,30,single
5277,40,married
5278,31,single
5279,32,single
5280,31,married
5281,30,single
5282,34,single
5283,30,married
5284,32,single
5285,31,married
5286,34,divorced
5287,30,married
5288,32,single
5289,37,married
5290,33,married
5291,31,single
5292,37,divorced
5293,32,single
5294,34,married
5295,34,single
5296,35,single
5297,33,divorced
5298,31,married
5299,32,married
5300,32,single
5301,32,married
5302,31,single
5303,30,married
5304,30,single
5305,41,married
5306,33,married
5307,34,divorced
5308,39,married
5309,33,married
5310,33,single
5311,22,single
5312,35,married
5313,34,single
5314,31,married
5315,39,single
5316,30,single
5317,36,single
5318,31,single
5319,42,married
5320,39,married
5321,25,single
5322,34,married
5323,31,single
5324,35,married
5325,44,single
5326,28,married
5327,28,single
5328,31,married
5329,32,married
5330,36,married
5331,32,single
5332,37,single
5333,36,single
5334,41,married
5335,32,married
5336,34,married
5337,31,single
5338,32,married
5339,39,married
5340,36,married
5341,34,single
5342,34,married
5343,35,married
5344,32,married
5345,36,married
5346,40,divorced
5347,36,married
5348,33,married
5349,31,divorced
5350,30,married
5351,33,married
5352,29,single
5353,36,divorced
5354,47,married
5355,32,married
5356,32,married
5357,50,married
5358,41,single
5359,29,married
5360,24,single
5361,56,married
5362,55,married
5363,32,single
5364,32,single
5365,56,married
5366,32,married
5367,28,single
5368,34,single
5369,36,married
5370,26,single
5371,51,divorced
5372,43,divorced
5373,42,single
5374,31,single
5375,29,single
5376,28,single
5377,52,divorced
5378,44,divorced
5379,38,married
5380,28,married
5381,24,married
5382,29,married
5383,24,single
5384,32,divorced
5385,27,single
5386,41,married
5387,42,single
5388,25,married
5389,36,married
5390,36,divorced
5391,24,married
5392,32,single
5393,37,single
5394,46,single
5395,29,single
5396,43,married
5397,30,married
5398,33,divorced
5399,46,single
5400,54,married
5401,36,married
5402,40,divorced
5403,34,married
5404,30,single
5405,30,married
5406,45,married
5407,25,single
5408,28,married
5409,30,single
5410,35,divorced
5411,48,married
5412,35,married
5413,30,single
5414,38,single
5415,55,married
5416,32,divorced
5417,45,married
5418,35,single
5419,30,married
5420,31,single
5421,46,married
5422,29,single
5423,33,married
5424,49,married
5425,37,divorced
5426,47,married
5427,39,divorced
5428,32,single
5429,55,married
5430,41,single
5431,39,married
5432,30,married
5433,31,single
5434,30,married
5435,44,married
5436,31,single
5437,34,married
5438,32,married
5439,26,married
5440,39,divorced
5441,35,divorced
5442,35,single
5443,32,single
5444,32,single
5445,30,married
5446,43,divorced
5447,29,single
5448,27,married
5449,27,single
5450,33,married
5451,29,married
5452,28,single
5453,32,married
5454,30,married
5455,39,married
5456,35,married
5457,49,married
5458,32,married
5459,35,married
5460,37,married
5461,45,married
5462,37,married
5463,40,married
5464,33,married
5465,36,married
5466,42,married
5467,30,single
5468,32,married
5469,26,divorced
5470,45,divorced
5471,35,single
5472,39,divorced
5473,33,married
5474,32,married
5475,27,single
5476,39,divorced
5477,43,married
5478,31,single
5479,50,married
5480,53,married
5481,31,single
5482,36,married
5483,45,married
5484,38,married
5485,31,single
5486,31,single
5487,36,married
5488,40,married
5489,30,married
5490,35,married
5491,42,divorced
5492,45,married
5493,41,married
5494,33,married
5495,32,single
5496,32,single
5497,30,single
5498,34,single
5499,33,married
5500,30,single
5501,34,single
5502,38,single
5503,36,divorced
5504,34,married
5505,24,single
5506,30,single
5507,34,married
5508,39,married
5509,36,single
5510,33,married
5511,31,single
5512,43,single
5513,34,married
5514,33,married
5515,33,divorced
5516,53,married
5517,54,married
5518,31,single
5519,46,divorced
5520,54,married
5521,37,married
5522,32,married
5523,40,married
5524,60,married
5525,33,single
5526,35,married
5527,33,married
5528,39,married
5529,58,married
5530,43,married
5531,38,married
5532,49,married
5533,35,married
5534,53,married
5535,40,single
5536,36,married
5537,42,single
5538,36,single
5539,35,married
5540,33,married
5541,37,married
5542,44,divorced
5543,35,married
5544,36,married
5545,31,married
5546,40,married
5547,38,married
5548,46,married
5549,29,single
5550,33,married
5551,32,married
5552,48,divorced
5553,32,married
5554,35,single
5555,32,married
5556,42,married
5557,32,married
5558,35,single
5559,39,married
5560,30,single
5561,30,single
5562,32,married
5563,28,single
5564,30,married
5565,44,single
5566,34,married
5567,38,married
5568,27,single
5569,31,single
5570,37,single
5571,45,divorced
5572,33,married
5573,39,married
5574,32,single
5575,31,married
5576,38,single
5577,32,married
5578,32,married
5579,33,married
5580,49,married
5581,32,married
5582,32,married
5583,31,married
5584,39,married
5585,37,married
5586,33,married
5587,35,married
5588,37,married
5589,31,married
5590,35,married
5591,38,married
5592,31,married
5593,30,single
5594,31,married
5595,44,married
5596,51,married
5597,31,single
5598,35,divorced
5599,34,married
5600,32,married
5601,31,married
5602,34,married
5603,32,married
5604,50,married
5605,36,married
5606,58,married
5607,30,married
5608,36,married
5609,31,married
5610,37,single
5611,33,married
5612,31,married
5613,37,married
5614,37,married
5615,40,married
5616,58,married
5617,46,married
5618,32,married
5619,26,single
5620,49,married
5621,30,single
5622,33,divorced
5623,44,married
5624,34,married
5625,31,married
5626,26,single
5627,31,single
5628,29,single
5629,36,married
5630,52,married
5631,31,married
5632,53,married
5633,35,married
5634,46,married
5635,39,married
5636,31,married
5637,38,married
5638,53,married
5639,27,married
5640,34,married
5641,40,married
5642,37,married
5643,32,married
5644,60,divorced
5645,49,married
5646,30,single
5647,41,divorced
5648,38,single
5649,44,married
5650,56,divorced
5651,49,divorced
5652,50,married
5653,31,single
5654,52,divorced
5655,58,married
5656,37,married
5657,43,married
5658,47,married
5659,53,divorced
5660,32,married
5661,37,married
5662,42,married
5663,33,single
5664,37,single
5665,40,divorced
5666,34,married
5667,41,divorced
5668,59,married
5669,30,married
5670,32,married
5671,42,divorced
5672,36,married
5673,44,married
5674,49,married
5675,56,married
5676,43,single
5677,50,married
5678,58,married
5679,43,married
5680,33,married
5681,34,married
5682,36,married
5683,59,married
5684,46,divorced
5685,51,divorced
5686,35,married
5687,37,single
5688,44,married
5689,48,divorced
5690,44,divorced
5691,30,married
5692,35,divorced
5693,42,single
5694,46,married
5695,50,single
5696,37,married
5697,56,married
5698,54,married
5699,33,single
5700,36,married
5701,39,married
5702,35,married
5703,25,married
5704,37,married
5705,44,divorced
5706,37,single
5707,29,married
5708,32,married
5709,59,divorced
5710,46,married
5711,34,married
5712,35,single
5713,53,married
5714,48,divorced
5715,35,divorced
5716,39,married
5717,36,divorced
5718,32,married
5719,30,married
5720,31,divorced
5721,48,single
5722,43,married
5723,42,divorced
5724,37,married
5725,40,single
5726,46,married
5727,43,married
5728,53,married
5729,30,married
5730,40,married
5731,38,married
5732,40,married
5733,40,married
5734,38,married
5735,49,married
5736,36,divorced
5737,45,single
5738,46,married
5739,42,single
5740,35,married
5741,34,married
5742,47,single
5743,29,married
5744,34,married
5745,36,divorced
5746,57,married
5747,47,single
5748,53,divorced
5749,40,married
5750,34,married
5751,33,divorced
5752,30,single
5753,31,married
5754,54,married
5755,35,married
5756,35,single
5757,32,married
5758,29,single
5759,34,married
5760,39,single
5761,41,married
5762,36,single
5763,29,married
5764,44,married
5765,43,married
5766,38,single
5767,39,married
5768,31,single
5769,54,married
5770,32,divorced
5771,58,married
5772,32,single
5773,31,married
5774,33,single
5775,28,single
5776,31,single
5777,34,married
5778,31,married
5779,28,single
5780,37,married
5781,32,single
5782,50,married
5783,45,married
5784,34,married
5785,56,married
5786,26,married
5787,37,married
5788,33,single
5789,47,married
5790,33,married
5791,27,single
5792,34,single
5793,44,married
5794,37,divorced
5795,45,married
5796,55,married
5797,31,single
5798,34,married
5799,58,divorced
5800,39,married
5801,31,married
5802,40,married
5803,37,married
5804,36,married
5805,28,married
5806,31,married
5807,33,single
5808,33,married
5809,28,single
5810,48,divorced
5811,28,married
5812,33,married
5813,29,married
5814,40,married
5815,28,married
5816,59,divorced
5817,51,married
5818,47,married
5819,25,single
5820,45,married
5821,59,married
5822,33,divorced
5823,34,married
5824,48,married
5825,39,married
5826,47,married
5827,43,married
5828,31,divorced
5829,29,married
5830,51,married
5831,32,married
5832,35,married
5833,34,single
5834,47,divorced
5835,33,married
5836,34,married
5837,26,married
5838,32,single
5839,57,married
5840,49,divorced
5841,30,married
5842,33,married
5843,34,married
5844,40,married
5845,29,single
5846,28,single
5847,31,divorced
5848,27,single
5849,30,married
5850,27,married
5851,54,married
5852,35,married
5853,33,married
5854,36,divorced
5855,26,single
5856,32,single
5857,30,married
5858,39,married
5859,29,single
5860,32,married
5861,39,single
5862,44,divorced
5863,38,divorced
5864,51,married
5865,39,married
5866,37,divorced
5867,41,married
5868,41,married
5869,29,married
5870,32,single
5871,29,married
5872,34,married
5873,54,divorced
5874,33,married
5875,26,single
5876,52,married
5877,35,divorced
5878,30,married
5879,30,married
5880,59,divorced
5881,24,married
5882,34,divorced
5883,52,divorced
5884,32,divorced
5885,44,married
5886,29,single
5887,48,married
5888,34,married
5889,37,married
5890,35,married
5891,45,divorced
5892,31,married
5893,38,divorced
5894,31,divorced
5895,26,single
5896,37,married
5897,39,married
5898,34,married
5899,29,married
5900,53,single
5901,49,divorced
5902,34,divorced
5903,31,married
5904,28,married
5905,33,married
5906,33,married
5907,24,single
5908,34,single
5909,48,divorced
5910,42,married
5911,34,single
5912,35,married
5913,43,married
5914,35,married
5915,59,married
5916,42,married
5917,35,single
5918,54,married
5919,50,married
5920,44,married
5921,23,married
5922,39,married
5923,56,married
5924,27,single
5925,31,single
5926,29,single
5927,43,married
5928,28,married
5929,46,married
5930,36,married
5931,28,single
5932,38,divorced
5933,31,married
5934,40,married
5935,40,married
5936,32,married
5937,39,married
5938,28,single
5939,41,married
5940,54,married
5941,31,married
5942,41,divorced
5943,38,married
5944,30,single
5945,57,divorced
5946,30,single
5947,40,married
5948,46,married
5949,43,married
5950,35,married
5951,38,married
5952,44,married
5953,43,married
5954,37,married
5955,35,divorced
5956,33,married
5957,43,married
5958,33,married
5959,31,divorced
5960,32,married
5961,28,married
5962,36,married
5963,33,married
5964,37,married
5965,39,married
5966,45,married
5967,44,married
5968,53,married
5969,47,married
5970,59,married
5971,27,married
5972,45,married
5973,30,married
5974,40,married
5975,33,married
5976,30,married
5977,26,married
5978,45,divorced
5979,33,single
5980,28,single
5981,44,married
5982,58,married
5983,46,single
5984,48,married
5985,24,single
5986,35,divorced
5987,33,married
5988,37,married
5989,33,single
5990,23,married
5991,33,single
5992,31,married
5993,29,single
5994,43,divorced
5995,32,married
5996,37,married
5997,26,single
5998,49,married
5999,39,single
6000,27,married
6001,33,single
6002,46,divorced
6003,31,single
6004,54,married
6005,59,married
6006,24,married
6007,33,married
6008,28,single
6009,34,married
6010,53,married
6011,45,married
6012,28,single
6013,49,married
6014,35,married
6015,32,married
6016,43,married
6017,29,married
6018,54,single
6019,39,married
6020,32,single
6021,26,single
6022,31,married
6023,52,divorced
6024,32,married
6025,41,married
6026,40,married
6027,45,married
6028,37,married
6029,34,married
6030,31,single
6031,42,divorced
6032,23,married
6033,37,married
6034,32,single
6035,39,married
6036,31,single
6037,32,married
6038,59,married
6039,31,single
6040,45,divorced
6041,36,married
6042,33,married
6043,34,married
6044,48,married
6045,55,single
6046,33,divorced
6047,28,single
6048,34,married
6049,33,married
6050,60,married
6051,39,married
6052,35,married
6053,31,married
6054,38,married
6055,28,single
6056,48,married
6057,37,single
6058,32,divorced
6059,30,single
6060,37,single
6061,24,single
6062,30,single
6063,33,married
6064,33,married
6065,34,single
6066,43,married
6067,41,married
6068,34,married
6069,46,divorced
6070,32,single
6071,52,married
6072,35,married
6073,27,married
6074,36,married
6075,52,married
6076,47,married
6077,34,married
6078,38,single
6079,24,married
6080,50,single
6081,36,married
6082,37,married
6083,51,married
6084,40,single
6085,39,married
6086,38,single
6087,43,single
6088,50,married
6089,35,married
6090,49,married
6091,36,married
6092,47,divorced
6093,54,married
6094,48,married
6095,43,married
6096,49,married
6097,32,single
6098,42,married
6099,38,married
6100,44,divorced
6101,31,married
6102,30,married
6103,38,divorced
6104,60,divorced
6105,35,married
6106,29,married
6107,43,married
6108,36,married
6109,29,married
6110,53,married
6111,38,married
6112,59,single
6113,28,single
6114,36,single
6115,40,married
6116,36,married
6117,58,divorced
6118,49,married
6119,43,married
6120,55,married
6121,35,married
6122,50,married
6123,48,married
6124,28,single
6125,34,single
6126,37,married
6127,33,divorced
6128,58,married
6129,44,single
6130,49,married
6131,28,married
6132,39,married
6133,26,married
6134,31,married
6135,32,married
6136,52,married
6137,32,married
6138,28,married
6139,32,married
6140,28,married
6141,53,married
6142,33,single
6143,39,single
6144,37,married
6145,45,married
6146,37,married
6147,45,married
6148,31,married
6149,32,married
6150,34,married
6151,39,married
6152,56,married
6153,32,single
6154,31,married
6155,43,married
6156,33,married
6157,23,married
6158,32,married
6159,32,divorced
6160,39,married
6161,39,single
6162,30,single
6163,37,single
6164,46,married
6165,29,single
6166,51,married
6167,46,married
6168,31,single
6169,40,married
6170,26,divorced
6171,32,married
6172,27,married
6173,36,divorced
6174,36,married
6175,27,single
6176,56,divorced
6177,28,married
6178,34,married
6179,34,married
6180,45,divorced
6181,40,married
6182,25,single
6183,32,single
6184,28,single
6185,33,married
6186,32,married
6187,36,single
6188,38,divorced
6189,23,single
6190,22,single
6191,56,divorced
6192,35,single
6193,33,divorced
6194,30,married
6195,34,married
6196,59,married
6197,26,married
6198,42,married
6199,48,married
6200,31,married
6201,28,single
6202,36,married
6203,27,single
6204,39,married
6205,35,married
6206,28,single
6207,32,married
6208,28,single
6209,34,married
6210,51,married
6211,50,married
6212,49,married
6213,36,single
6214,55,married
6215,58,divorced
6216,41,married
6217,29,single
6218,36,married
6219,24,single
6220,31,single
6221,30,single
6222,24,single
6223,36,married
6224,51,divorced
6225,23,single
6226,26,single
6227,29,single
6228,41,married
6229,35,married
6230,42,married
6231,29,married
6232,34,married
6233,34,single
6234,58,married
6235,31,married
6236,32,married
6237,56,divorced
6238,34,single
6239,30,married
6240,31,single
6241,28,single
6242,57,single
6243,35,single
6244,46,divorced
6245,51,married
6246,38,married
6247,33,divorced
6248,21,married
6249,38,single
6250,49,divorced
6251,54,married
6252,42,single
6253,44,divorced
6254,31,married
6255,52,divorced
6256,27,single
6257,33,married
6258,40,married
6259,57,married
6260,52,married
6261,30,single
6262,25,single
6263,36,married
6264,51,single
6265,32,single
6266,44,divorced
6267,26,divorced
6268,54,divorced
6269,27,single
6270,37,married
6271,30,married
6272,46,married
6273,36,single
6274,46,married
6275,36,married
6276,31,married
6277,35,married
6278,25,single
6279,21,single
6280,30,married
6281,44,divorced
6282,34,single
6283,34,married
6284,32,married
6285,40,divorced
6286,31,single
6287,29,single
6288,33,married
6289,47,divorced
6290,31,married
6291,29,married
6292,31,single
6293,34,single
6294,28,single
6295,42,married
6296,29,married
6297,53,married
6298,39,married
6299,33,divorced
6300,31,married
6301,34,married
6302,43,divorced
6303,33,married
6304,33,divorced
6305,25,married
6306,34,married
6307,26,single
6308,42,married
6309,40,married
6310,33,married
6311,39,married
6312,24,single
6313,30,married
6314,49,married
6315,33,married
6316,39,divorced
6317,30,married
6318,49,married
6319,60,married
6320,43,single
6321,33,married
6322,30,married
6323,24,single
6324,48,divorced
6325,26,married
6326,31,married
6327,36,married
6328,36,married
6329,31,single
6330,53,divorced
6331,32,married
6332,47,married
6333,34,single
6334,43,divorced
6335,42,married
6336,34,married
6337,30,single
6338,31,single
6339,52,married
6340,27,single
6341,51,married
6342,38,single
6343,41,divorced
6344,60,divorced
6345,53,married
6346,56,divorced
6347,37,single
6348,35,single
6349,37,married
6350,35,married
6351,44,married
6352,33,married
6353,36,divorced
6354,27,single
6355,34,married
6356,30,single
6357,33,single
6358,26,divorced
6359,29,married
6360,33,married
6361,30,single
6362,36,married
6363,36,divorced
6364,47,divorced
6365,37,divorced
6366,32,married
6367,28,married
6368,28,married
6369,53,single
6370,26,married
6371,42,married
6372,29,single
6373,32,single
6374,46,married
6375,52,divorced
6376,28,single
6377,45,married
6378,25,single
6379,60,married
6380,26,married
6381,38,married
6382,23,single
6383,35,married
6384,22,single
6385,34,single
6386,41,married
6387,28,single
6388,32,single
6389,27,married
6390,25,single
6391,25,married
6392,37,married
6393,37,single
6394,40,married
6395,58,married
6396,24,married
6397,52,married
6398,28,married
6399,29,single
6400,30,single
6401,35,married
6402,34,single
6403,51,married
6404,29,single
6405,35,married
6406,32,single
6407,29,married
6408,35,divorced
6409,28,married
6410,34,married
6411,32,married
6412,24,single
6413,45,divorced
6414,25,married
6415,33,married
6416,42,married
6417,41,married
6418,35,married
6419,31,married
6420,29,single
6421,26,single
6422,46,married
6423,35,single
6424,53,married
6425,31,married
6426,49,divorced
6427,44,divorced
6428,39,married
6429,28,married
6430,28,married
6431,31,married
6432,38,married
6433,30,single
6434,29,married
6435,38,married
6436,31,single
6437,24,single
6438,59,divorced
6439,22,single
6440,29,married
6441,31,single
6442,38,single
6443,51,divorced
6444,27,married
6445,34,married
6446,29,single
6447,27,married
6448,28,single
6449,38,married
6450,45,married
6451,44,divorced
6452,27,married
6453,41,married
6454,44,divorced
6455,41,married
6456,27,single
6457,38,married
6458,30,single
6459,31,married
6460,25,single
6461,32,married
6462,30,married
6463,30,single
6464,36,single
6465,30,married
6466,38,married
6467,41,married
6468,34,married
6469,45,married
6470,36,married
6471,34,single
6472,30,married
6473,36,single
6474,28,single
6475,29,married
6476,36,single
6477,32,single
6478,28,single
6479,35,married
6480,24,married
6481,36,married
6482,30,married
6483,35,married
6484,34,single
6485,32,married
6486,26,married
6487,24,single
6488,40,divorced
6489,32,married
6490,43,married
6491,29,married
